Gene,rep_1,rep_2,rep_3,rep_4
9430064I24Rik,0,0,0,0
9430081H08Rik,0,0,0,0
9430085M18Rik,100,100,100,100
9430087J23Rik,0,0,0,0
9430091E24Rik,21,21,24,22
9430092D12Rik,0,0,0,0
9430097D07Rik,100,100,100,100
9530003O04Rik,0,0,0,0
9530013L04Rik,0,0,0,0
9530018F02Rik,0,0,0,0
9530018H14Rik,0,0,0,0
9530020I12Rik,100,100,100,100
9530026P05Rik,76,81,72,78
9530036O11Rik,100,100,100,100
9530051G07Rik,46,47,50,38
9530052E02Rik,15,8,16,17
9530056K15Rik,31,25,8,35
9530059O14Rik,76,63,68,73
9530062K07Rik,0,0,0,0
9530068E07Rik,99,99,99,99
9530077C14Rik,100,100,100,100
9530078K11Rik,0,0,0,0
9530080O11Rik,100,100,100,100
9530082P21Rik,86,89,87,87
9530085L11Rik,0,0,0,0
9530086O07Rik,0,0,0,0
9530097N15Rik,0,0,0,0
9630001P10Rik,0,0,0,0
9630013A20Rik,46,56,47,52
9630013D21Rik,100,100,100,100
9630014M24Rik,55,56,64,47
9630028B13Rik,100,100,100,100
9630028I04Rik,100,100,100,100
9830004L10Rik,100,100,100,100
9830132P13Rik,100,100,100,100
9830144P21Rik,100,100,100,100
9930004E17Rik,81,84,87,84
9930012K11Rik,87,89,93,89
9930014A18Rik,88,88,91,90
9930017N22Rik,0,0,0,0
9930024M15Rik,0,0,0,0
9930038B18Rik,100,100,100,100
9930105H17Rik,73,89,71,74
9930111J21Rik1,100,100,100,100
9930111J21Rik2,87,90,93,94
A030001D20Rik,84,84,88,85
A030005L19Rik,0,0,0,0
A130010J15Rik,92,92,92,93
A130014A01Rik,69,70,66,64
A130048G24Rik,0,0,0,0
A130051J06Rik,100,100,100,100
A130071D04Rik,0,0,0,0
A1cf,73,65,70,41
A230001M10Rik,0,0,0,0
A230004M16Rik,100,100,100,100
A230005M16Rik,100,100,100,100
A230006K03Rik,26,53,38,28
A230028O05Rik,100,100,100,100
A230045G11Rik,89,92,92,92
A230051N06Rik,59,79,70,79
A230052G05Rik,0,0,0,0
A230056P14Rik,100,100,100,100
A230057D06Rik,59,63,60,59
A230060F14Rik,0,0,0,0
A230065N10Rik,0,0,0,0
A230070E04Rik,39,43,31,25
A230072C01Rik,95,96,85,84
A230072E10Rik,80,83,79,86
A230077H06Rik,31,33,36,28
A230081H15Rik,0,0,0,0
A230083G16Rik,37,25,50,49
A230083N12Rik,100,100,100,100
A230103J11Rik,49,46,46,65
A230103L15Rik,0,0,0,0
A230103O09Rik,100,100,100,100
A230107N01Rik,100,100,100,100
A2m,98,94,98,98
A2ml1,100,100,100,100
A330008L17Rik,37,36,52,45
A330009N23Rik,58,59,55,51
A330015K06Rik,100,100,100,100
A330023F24Rik,71,70,69,73
A330032B11Rik,0,0,0,0
A330035P11Rik,100,100,100,100
A330040F15Rik,0,0,0,0
A330041J22Rik,37,53,54,62
A330048O09Rik,100,100,100,100
A330049N07Rik,55,50,49,60
A330069E16Rik,100,100,100,100
A330070K13Rik,100,100,100,100
A330074H02Rik,0,0,0,0
A330074K22Rik,62,65,73,63
A330076H08Rik,63,75,66,69
A330084C13Rik,75,78,68,47
A330094K24Rik,100,100,100,100
A330102I10Rik,70,82,75,82
A3galt2,0,0,0,0
A430005L14Rik,96,97,96,96
A430018G15Rik,68,59,68,67
A430019L02Rik,0,0,0,0
A430027H14Rik,63,55,62,58
A430033K04Rik,94,94,94,94
A430035B10Rik,100,100,100,100
A430046D13Rik,90,91,92,90
A430057M04Rik,0,0,0,0
A430078I02Rik,100,100,100,100
A430093F15Rik,0,0,0,0
A430103D13Rik,0,0,0,0
A430105J06Rik,0,0,0,0
A430108G06Rik,85,75,76,73
A430110C17Rik,0,0,0,0
A430110L20Rik,57,75,76,73
A4galt,92,89,94,92
A530013C23Rik,54,42,54,43
A530016L24Rik,88,90,87,89
A530017D24Rik,20,30,28,15
A530020G20Rik,100,100,100,100
A530030E21Rik,0,0,0,0
A530041M06Rik,100,100,100,100
A530064N14Rik,0,0,0,0
A530072M11Rik,100,100,100,100
A530076I17Rik,100,100,100,100
A530083I20Rik,100,100,100,100
A530083M17Rik,0,0,0,0
A630001G21Rik,68,64,63,76
A630019I02Rik,0,0,0,0
A630023A22Rik,100,100,100,100
A630031M04Rik,100,100,100,100
A630036G19Rik,0,0,0,0
A630052C17Rik,65,79,64,69
A630066F11Rik,0,0,0,0
A630072M18Rik,0,0,0,0
A630073D07Rik,100,100,100,100
A630081D01Rik,0,0,0,0
A630089N07Rik,85,90,89,88
A630095N17Rik,100,100,100,100
A730006G06Rik,100,100,100,100
A730009L09Rik,0,0,0,0
A730011C13Rik,68,68,68,75
A730017L22Rik,93,88,91,92
A730020E08Rik,100,100,100,100
A730020M07Rik,100,100,100,100
A730035I17Rik,0,0,0,0
A730036I17Rik,57,52,53,35
A730049H05Rik,73,71,57,68
A730056A06Rik,78,76,75,81
A730060N03Rik,71,74,67,73
A730061H03Rik,0,0,0,0
A730063M14Rik,92,95,97,94
A730081D07Rik,0,0,0,0
A730085K08Rik,100,100,100,100
A730089K16Rik,0,0,0,0
A730090N16Rik,32,33,32,35
A730091E23Rik,0,0,0,0
A730094K22Rik,0,0,0,0
A730098A19Rik,100,100,100,100
A830005F24Rik,100,100,100,100
A830008E24Rik,100,100,100,100
A830009L08Rik,0,0,0,0
A830012C17Rik,37,68,46,34
A830018L16Rik,79,84,80,75
A830021M18Rik,58,50,48,47
A830029E22Rik,100,100,100,100
A830035O19Rik,0,0,0,0
A830036E02Rik,39,40,38,62
A830052D11Rik,64,56,72,68
A830073O21Rik,52,32,24,30
A830082K12Rik,59,40,45,48
A830082N09Rik,22,17,19,15
A830092H15Rik,15,10,15,4
A930001C03Rik,49,29,47,44
A930002C04Rik,0,0,0,0
A930003A15Rik,100,100,100,100
A930004D18Rik,100,100,100,100
A930004J17Rik,0,0,0,0
A930005G22Rik,0,0,0,0
A930005H10Rik,94,92,93,92
A930006A01Rik,100,100,100,100
A930006K02Rik,67,60,71,61
A930007A09Rik,0,0,0,0
A930007I19Rik,80,71,86,87
A930012L18Rik,25,25,23,27
A930012O16Rik,76,74,79,72
A930015D03Rik,92,92,92,91
A930015P04Rik,0,0,0,0
A930016O22Rik,79,81,72,58
A930017M01Rik,0,0,0,0
A930018P22Rik,37,46,37,37
A930019D19Rik,100,100,100,100
A930024E05Rik,64,62,72,76
A930027P06Rik,0,0,0,0
A930028N01Rik,39,40,41,41
A930028O11Rik,0,0,0,0
A930029G22Rik,82,77,71,73
A930033H14Rik,61,72,66,63
A930033M14Rik,0,0,0,0
A930036I15Rik,0,0,0,0
A930036K24Rik,0,0,0,0
A930037H05Rik,79,85,76,82
A930040O22Rik,0,0,0,0
A930041C12Rik,36,25,28,40
AA386476,18,22,18,22
AA387883,100,100,100,100
AA413626,0,0,0,0
AA414768,0,0,0,0
AA465934,54,56,57,55
AA467197,95,90,86,83
AA543186,69,67,67,67
AA914427,0,0,0,0
AA986860,72,84,76,76
AAdacl4fm3,100,100,100,100
AB010352,89,88,89,89
AB041806,48,80,49,75
AB124611,69,74,80,81
AF357399,0,0,0,0
AI115009,0,0,0,0
AI182371,51,56,59,60
AI314278,100,100,100,100
AI429214,0,0,0,0
AI463170,100,100,100,100
AI463229,100,100,100,100
AI467606,98,92,97,93
AI480526,100,100,100,100
AI504432,88,86,89,83
AI506816,92,95,95,96
AI593442,92,89,92,95
AI597479,96,96,96,96
AI606473,100,100,100,100
AI661453,88,87,89,91
AI837181,88,85,87,88
AI838599,100,100,100,100
AI839979,100,100,100,100
AI854703,88,75,72,79
AI987944,96,95,95,95
AK157302,0,0,0,0
AU015836,92,90,93,99
AU018091,82,86,87,85
AU020206,95,95,95,95
AU021092,97,96,94,96
AU022252,97,98,97,97
AU022793,100,100,100,100
AU023762,100,100,100,100
AU040320,97,98,98,97
AU040972,72,50,61,67
AU041133,92,88,92,92
AV039307,100,100,100,100
AV051173,100,100,100,100
AV099323,74,68,73,77
AV356131,100,100,100,100
AW011738,55,54,56,52
AW046200,100,100,100,100
AW047730,76,93,90,86
AW112010,90,95,95,94
AW146154,78,77,80,79
AW209491,100,100,100,100
AW551984,98,98,98,98
AW554918,95,95,94,94
AW822252,100,100,100,100
AY074887,0,0,0,0
Aaas,98,97,97,97
Aacs,97,97,98,97
Aadac,73,80,77,65
Aadacl4fm5,27,35,42,44
Aadat,72,73,82,93
Aagab,94,93,94,93
Aak1,95,96,95,95
Aamdc,97,97,97,96
Aamp,97,97,97,97
Aar2,95,95,96,95
Aard,95,94,94,95
Aars1,98,98,98,98
Aars2,96,95,95,95
Aarsd1,98,98,99,99
Aasdh,97,97,96,96
Aasdhppt,94,95,95,94
Aass,94,93,94,97
Aatf,97,96,96,96
Aatk,91,91,92,93
Abat,98,98,98,98
Abca1,94,94,94,94
Abca12,100,100,100,100
Abca13,100,100,100,100
Abca17,100,100,100,100
Abca2,94,95,94,95
Abca3,96,96,96,96
Abca4,100,100,100,100
Abca5,96,96,96,96
Abca6,74,82,82,70
Abca7,91,91,91,91
Abca8a,93,98,94,93
Abca8b,87,91,88,91
Abca9,88,96,93,92
Abcb10,97,97,97,97
Abcb11,66,65,60,66
Abcb1a,97,97,97,96
Abcb1b,96,96,96,96
Abcb4,91,91,93,90
Abcb6,95,95,95,95
Abcb7,95,95,95,95
Abcb8,96,97,96,96
Abcb9,94,92,94,90
Abcc1,94,95,92,95
Abcc10,81,83,81,83
Abcc12,100,100,100,100
Abcc2,81,88,90,67
Abcc3,97,98,97,93
Abcc4,96,95,96,96
Abcc5,98,98,98,98
Abcc6,84,78,74,77
Abcc8,97,84,91,91
Abcc9,90,89,91,94
Abcd1,91,92,92,91
Abcd2,95,91,88,88
Abcd3,96,96,96,96
Abcd4,90,90,91,91
Abce1,98,98,98,98
Abcf1,97,98,98,98
Abcf2,98,98,98,98
Abcf3,98,98,98,98
Abcg1,96,96,95,95
Abcg2,98,98,98,98
Abcg3,94,93,94,93
Abcg4,83,80,83,80
Abcg5,100,100,100,100
Abcg8,100,100,100,100
Abhd1,88,90,88,88
Abhd10,83,84,84,84
Abhd11,100,100,100,100
Abhd11os,100,100,100,100
Abhd12,98,98,98,98
Abhd12b,100,100,100,100
Abhd13,90,91,91,90
Abhd14a,95,95,95,95
Abhd14b,86,88,87,86
Abhd15,73,70,66,72
Abhd16a,97,97,97,97
Abhd17a,97,97,97,97
Abhd17b,93,93,94,93
Abhd17c,95,94,95,95
Abhd18,95,95,94,94
Abhd2,98,98,98,98
Abhd3,89,91,97,88
Abhd4,98,98,98,98
Abhd5,96,96,96,96
Abhd6,96,95,95,95
Abhd8,96,96,96,96
Abi1,97,96,96,96
Abi2,97,97,97,96
Abi3,83,84,84,82
Abi3bp,91,87,91,91
Abitram,78,80,81,82
Abl1,96,96,96,96
Abl2,92,92,92,92
Ablim1,98,98,98,98
Ablim2,94,94,95,95
Ablim3,90,91,94,88
Abo,36,60,54,42
Abr,98,98,98,98
Abra,86,80,88,88
Abracl,98,98,98,98
Abraxas1,92,92,92,92
Abraxas2,96,96,96,95
Abt1,93,93,93,93
Abtb1,95,94,95,95
Abtb2,85,85,85,83
Abtb3,80,89,83,89
Acaa1a,97,97,97,97
Acaa1b,92,94,91,89
Acaa2,99,99,99,99
Acaca,99,98,98,99
Acacb,98,98,98,97
Acad10,93,91,91,90
Acad11,98,98,98,98
Acad12,89,89,91,88
Acad8,96,96,96,95
Acad9,97,96,97,97
Acadl,97,98,98,98
Acadm,99,99,99,99
Acads,98,98,98,98
Acadsb,99,99,98,99
Acadvl,98,98,98,98
Acan,100,100,100,100
Acap1,91,87,94,95
Acap2,96,96,96,96
Acap3,91,92,92,91
Acat1,98,98,98,98
Acat2,97,97,97,96
Acat3,69,58,72,67
Acbd3,94,94,94,94
Acbd4,97,97,96,96
Acbd5,97,97,97,97
Acbd6,98,98,98,98
Acbd7,100,100,100,100
Accs,94,93,91,92
Acd,95,95,96,96
Ace,94,96,95,98
Ace2,84,83,91,88
Acer2,97,97,97,97
Acer3,96,96,96,95
Ache,56,68,68,65
Acin1,97,97,97,97
Ackr1,84,81,72,77
Ackr2,96,89,97,97
Ackr3,82,82,82,78
Ackr4,100,100,100,100
Acly,99,99,99,99
Acmsd,100,100,100,100
Acnat1,82,68,59,62
Acnat2,59,79,73,79
Aco1,97,97,97,97
Aco2,99,99,99,99
Acod1,81,79,49,88
Acot1,98,99,98,99
Acot11,97,96,97,96
Acot12,69,64,75,63
Acot13,97,97,97,97
Acot2,96,96,97,96
Acot3,93,88,83,95
Acot4,78,83,79,74
Acot5,100,100,100,100
Acot6,100,100,100,100
Acot7,98,98,99,98
Acot8,91,91,90,90
Acot9,98,98,98,97
Acox1,96,96,96,96
Acox2,84,84,85,87
Acox3,97,97,96,96
Acoxl,100,100,100,100
Acp1,98,98,98,98
Acp2,95,95,95,95
Acp3,92,95,87,96
Acp5,98,97,97,98
Acp6,96,96,96,96
Acp7,100,100,100,100
Acr,2,26,9,13
Acrbp,88,87,87,84
Acsbg1,93,93,95,83
Acsbg3,0,0,0,0
Acsf2,96,96,96,96
Acsf3,95,96,95,95
Acsl1,98,98,98,98
Acsl3,99,99,99,98
Acsl4,96,96,97,96
Acsl5,98,98,98,98
Acsl6,84,88,97,84
Acsm1,76,68,67,76
Acsm3,83,88,75,81
Acsm5,73,67,52,63
Acss1,96,96,96,96
Acss2,98,98,98,98
Acss3,92,92,96,97
Acta1,98,90,97,96
Acta2,99,99,99,99
Actb,99,100,100,99
Actc1,100,99,99,100
Actc1dt,84,87,84,83
Actg-ps1,0,0,0,0
Actg1,98,98,98,98
Actg2,100,100,100,100
Actl10,0,0,0,0
Actl6a,94,94,94,94
Actl6b,71,66,75,68
Actmap,87,88,88,89
Actn1,97,97,98,98
Actn2,89,85,83,85
Actn3,99,97,99,98
Actn4,98,98,98,98
Actr10,99,99,99,99
Actr1a,98,98,99,98
Actr1b,98,99,99,98
Actr2,97,98,98,98
Actr3,98,98,98,98
Actr3-ps,0,0,0,0
Actr3b,98,97,97,97
Actr5,83,84,82,83
Actr6,96,96,97,96
Actr8,97,97,97,97
Actrt3,100,100,100,100
Acvr1,95,95,94,95
Acvr1b,92,92,92,92
Acvr1c,100,100,100,100
Acvr2a,92,92,92,92
Acvr2b,90,89,91,89
Acvrl1,92,95,95,94
Acy1,97,97,98,97
Acy3,100,100,100,100
Acyp1,98,98,98,98
Acyp2,92,96,94,92
Ada,97,98,98,98
Adal,93,93,93,93
Adam10,94,95,95,95
Adam11,90,91,94,96
Adam12,89,94,92,85
Adam15,98,98,98,98
Adam17,97,97,97,96
Adam19,91,90,92,92
Adam1a,0,0,0,0
Adam21,0,0,0,0
Adam22,93,97,96,97
Adam23,97,97,97,96
Adam28,47,48,62,41
Adam32,100,100,100,100
Adam33,74,59,71,68
Adam4,0,0,0,0
Adam8,84,86,86,90
Adam9,98,97,97,97
Adamdec1,100,100,100,100
Adamts1,93,92,90,91
Adamts10,95,95,95,94
Adamts12,91,87,91,91
Adamts13,80,69,78,85
Adamts14,89,93,92,93
Adamts15,91,93,92,88
Adamts16,63,62,64,60
Adamts17,90,91,95,89
Adamts18,62,79,70,60
Adamts19,100,100,100,100
Adamts2,96,96,96,96
Adamts20,88,91,92,87
Adamts3,94,94,94,94
Adamts4,79,77,82,84
Adamts5,79,85,84,82
Adamts6,85,83,90,90
Adamts7,76,84,81,79
Adamts8,91,90,92,78
Adamts9,94,94,94,93
Adamtsl1,91,91,94,91
Adamtsl2,90,89,94,97
Adamtsl3,100,100,100,100
Adamtsl4,84,86,86,88
Adamtsl5,85,85,86,83
Adap1,98,97,98,96
Adap2,93,92,93,93
Adar,94,94,94,93
Adarb1,95,95,95,96
Adarb2,64,55,58,60
Adat1,89,88,87,87
Adat2,94,94,93,94
Adat3,73,65,73,74
Adck1,97,97,97,96
Adck2,92,93,93,93
Adck5,96,95,95,93
Adcy1,97,97,97,97
Adcy10,100,100,100,100
Adcy2,86,94,94,88
Adcy3,97,96,93,97
Adcy4,88,89,87,90
Adcy5,95,93,93,94
Adcy6,96,96,96,96
Adcy7,95,96,96,95
Adcy8,72,69,74,85
Adcy9,89,89,88,88
Adcyap1,94,94,97,97
Adcyap1r1,93,88,92,87
Add1,98,98,98,98
Add2,92,89,90,90
Add3,96,96,96,95
Adgb,100,100,100,100
Adgra1,78,74,86,68
Adgra2,93,93,94,93
Adgra3,96,96,96,96
Adgrb1,85,87,91,81
Adgrb2,83,96,97,87
Adgrb3,66,56,72,67
Adgrd1,83,78,81,78
Adgre1,90,86,92,82
Adgre4,100,100,100,100
Adgre5,95,94,95,95
Adgrf1,100,100,100,100
Adgrf2,49,53,64,68
Adgrf4,100,100,100,100
Adgrf5,99,99,96,99
Adgrg1,97,98,98,98
Adgrg2,100,100,100,100
Adgrg3,91,89,93,90
Adgrg5,61,72,79,87
Adgrg6,94,95,95,94
Adgrg7,100,100,100,100
Adgrl1,93,94,94,94
Adgrl2,94,94,94,94
Adgrl3,92,87,89,87
Adgrl4,93,89,93,93
Adgrv1,84,88,81,74
Adh1,95,99,98,99
Adh4,100,100,100,100
Adh5,99,99,99,99
Adh6b,100,100,100,100
Adh7,93,92,94,94
Adhfe1,92,92,93,93
Adi1,98,98,98,98
Adig,100,100,100,100
Adipoq,100,100,100,100
Adipor1,98,98,98,98
Adipor2,98,98,98,98
Adissp,97,96,96,96
Adk,99,99,99,99
Adm,93,95,94,89
Adm2,100,100,100,100
Adnp,29,28,32,33
Adnp2,88,89,90,89
Ado,0,0,0,0
Adora1,94,92,94,90
Adora2a,85,86,87,79
Adora2b,92,87,93,90
Adora3,100,100,100,100
Adpgk,95,95,94,95
Adprh,93,93,93,93
Adprhl1,87,76,86,77
Adprm,94,93,95,95
Adprs,94,94,95,94
Adra1a,84,81,77,73
Adra1b,90,78,83,85
Adra1d,88,89,93,73
Adra2a,76,60,76,67
Adra2b,59,45,42,48
Adra2c,0,0,0,0
Adrb1,74,79,75,78
Adrb2,0,0,0,0
Adrb3,58,50,57,61
Adrm1,96,97,97,97
Adsl,98,98,98,98
Adss1,97,97,97,97
Adss2,96,95,96,96
Adtrp,100,100,100,100
Aebp1,97,96,97,97
Aebp2,99,99,99,99
Aen,97,96,97,96
Afap1,96,96,96,95
Afap1l1,96,96,97,96
Afap1l2,96,95,95,95
Afdn,97,97,97,97
Aff1,94,94,94,94
Aff2,87,81,90,88
Aff3,90,91,93,92
Aff4,98,98,98,98
Afg1l,94,94,94,93
Afg2a,95,95,95,95
Afg2b,89,88,87,87
Afg3l1,95,95,95,95
Afg3l2,95,95,95,95
Afm,80,69,87,75
Afmid,99,99,99,100
Afp,98,99,98,99
Aftph,96,96,96,96
Aga,97,97,96,96
Agap1,96,96,96,96
Agap2,87,90,90,86
Agap3,97,97,97,97
Agbl1,52,55,64,53
Agbl2,36,56,54,51
Agbl3,96,96,97,97
Agbl4,43,39,50,44
Agbl5,92,93,92,92
Ager,69,66,73,65
Agfg1,95,95,95,95
Agfg2,96,96,96,96
Aggf1,95,94,94,94
Agk,95,96,95,95
Agl,97,97,97,97
Agmat,69,69,68,76
Agmo,88,84,86,91
Ago1,97,97,97,97
Ago2,96,96,97,96
Ago3,94,94,93,94
Ago4,90,91,89,88
Agpat1,97,97,97,97
Agpat2,98,98,97,97
Agpat3,99,99,99,98
Agpat4,95,95,95,94
Agpat5,94,94,95,94
Agps,97,97,96,97
Agr2,100,100,100,100
Agr3,100,100,100,100
Agrn,96,96,96,96
Agrp,37,45,35,30
Agt,95,95,96,98
Agtpbp1,98,98,98,98
Agtr1a,91,91,95,91
Agtr2,100,100,100,100
Agtrap,93,94,94,94
Agxt,75,81,87,61
Agxt2,60,48,62,53
Ahctf1,94,94,94,94
Ahcy,95,94,96,96
Ahcyl,0,0,0,0
Ahcyl1,91,91,92,92
Ahcyl2,95,95,95,95
Ahdc1,91,91,92,92
Ahi1,96,96,96,96
Ahnak,100,99,100,99
Ahnak2,100,100,100,100
Ahr,91,90,91,90
Ahrr,100,100,100,100
Ahsa1,99,99,99,99
Ahsa2,89,90,89,89
Ahsg,99,93,98,98
Ahsp,100,97,100,100
Aida,97,97,97,97
Aif1,91,92,91,93
Aif1l,99,99,99,99
Aifm1,97,97,97,97
Aifm2,98,98,98,97
Aifm3,91,94,93,94
Aig1,97,97,97,97
Aim2,95,92,94,94
Aimp1,99,99,99,98
Aimp2,97,97,97,96
Aip,99,99,99,99
Airim,89,92,91,91
Airn,16,17,23,16
Ajap1,67,83,81,74
Ajm1,73,51,82,73
Ajuba,89,89,90,90
Ak1,99,99,99,99
Ak2,98,98,98,98
Ak3,95,95,96,95
Ak3l2-ps,0,0,0,0
Ak4,97,97,98,97
Ak5,84,79,89,78
Ak6,99,99,99,99
Ak7,87,84,92,87
Ak8,100,100,100,100
Ak9,100,100,100,100
Akain1,100,100,100,100
Akap1,96,96,96,92
Akap10,88,88,88,88
Akap11,94,94,94,95
Akap12,99,99,99,99
Akap13,98,98,98,98
Akap14,100,100,100,100
Akap17a,97,97,97,97
Akap17b,89,90,87,88
Akap5,77,84,87,80
Akap6,95,94,95,95
Akap7,99,99,99,99
Akap8,96,96,96,95
Akap8l,97,96,96,96
Akap9,97,97,97,97
Akip1,96,96,96,96
Akirin1,96,96,96,96
Akirin2,96,95,96,95
Akna,85,86,85,86
Aknad1,100,100,100,100
Aknaos,27,32,30,25
Akr1a1,99,99,99,99
Akr1b1,97,97,97,98
Akr1b10,98,98,97,97
Akr1b7,100,100,100,100
Akr1b8,96,96,97,95
Akr1c12,65,83,61,68
Akr1c13,98,98,98,97
Akr1c14,95,95,98,90
Akr1c18,94,94,95,98
Akr1c19,89,90,88,75
Akr1c20,100,100,100,100
Akr1c6,87,82,84,55
Akr1d1,65,64,63,55
Akr1e1,95,95,94,94
Akr7a5,95,96,96,96
Akt1,99,99,99,99
Akt1s1,89,89,90,89
Akt2,98,98,98,98
Akt2-ps,0,0,0,0
Akt3,95,95,95,95
Aktip,100,100,100,100
Alad,98,98,98,98
Alas1,99,99,99,99
Alas2,98,95,96,95
Alb,100,99,96,100
Albfm1,65,58,67,57
Alcam,96,96,96,96
Aldh16a1,97,96,97,97
Aldh18a1,96,96,97,96
Aldh1a1,91,95,100,91
Aldh1a2,100,100,100,100
Aldh1a3,100,100,100,100
Aldh1a7,99,90,95,94
Aldh1b1,98,98,99,98
Aldh1l1,99,99,99,99
Aldh1l2,94,91,92,96
Aldh2,100,100,100,100
Aldh3a1,87,98,97,93
Aldh3a2,98,98,98,98
Aldh3b1,92,92,91,90
Aldh3b2,100,100,100,100
Aldh4a1,98,98,98,98
Aldh5a1,96,96,95,96
Aldh6a1,98,98,98,98
Aldh7a1,99,99,98,99
Aldh8a1,65,66,67,54
Aldh9a1,97,97,97,97
Aldoa,99,99,99,99
Aldob,89,90,86,84
Aldoc,99,99,99,99
Alg1,91,91,90,90
Alg10b,95,95,96,96
Alg11,92,93,92,93
Alg12,89,88,89,89
Alg13,95,94,94,94
Alg14,97,98,97,97
Alg2,86,88,90,88
Alg3,90,91,91,91
Alg5,97,97,97,97
Alg6,96,96,95,95
Alg8,89,90,89,88
Alg9,97,97,97,97
Alk,61,50,61,62
Alkal1,100,100,100,100
Alkal2,100,100,100,100
Alkbh1,81,82,81,81
Alkbh2,84,82,85,86
Alkbh3,92,93,92,92
Alkbh4,86,87,88,85
Alkbh5,94,94,94,94
Alkbh6,98,98,98,98
Alkbh7,95,96,97,96
Alkbh8,92,92,93,93
Allc,100,100,100,100
Alms1,95,94,94,95
Alms1-ps1,0,0,0,0
Alms1-ps2,100,100,100,100
Alox12,88,92,90,88
Alox12b,100,100,100,100
Alox12e,100,100,100,100
Alox15,100,100,100,100
Alox5,87,78,78,82
Alox5ap,99,99,99,94
Alox8,100,100,100,100
Aloxe3,65,76,69,70
Alpk1,96,89,92,91
Alpk2,88,90,90,80
Alpk3,86,91,91,82
Alpl,99,99,99,99
Als2,95,96,96,95
Als2cl,90,90,92,91
Alx3,100,100,100,100
Alx4,100,100,100,100
Alyref,99,99,99,99
Alyref2,0,0,0,0
Amacr,92,94,93,93
Ambn,100,100,100,100
Ambp,99,92,88,86
Ambra1,92,92,92,93
Amd-ps3,0,0,0,0
Amd1,94,94,93,93
Amd2,0,0,0,0
Amdhd1,84,86,73,85
Amdhd2,95,94,94,94
Amer1,91,91,93,92
Amer2,100,100,100,100
Amer3,98,99,98,99
Amfr,98,99,99,98
Amh,46,43,44,64
Amhr2,100,100,100,100
Amigo1,80,80,80,80
Amigo2,93,87,83,89
Amigo3,0,0,0,0
Ammecr1,87,86,86,86
Ammecr1l,89,89,90,89
Amn,90,94,89,89
Amn1,93,93,94,93
Amot,96,96,96,96
Amotl1,98,98,98,98
Amotl2,92,92,93,93
Ampd1,74,57,64,64
Ampd2,96,96,96,96
Ampd3,92,93,93,93
Amph,74,60,81,75
Amt,98,98,97,97
Amtn,100,100,100,100
Amy1,72,66,69,69
Amy2b,100,100,100,100
Amz1,91,86,86,91
Amz2,98,98,99,99
Anapc1,97,97,97,97
Anapc10,93,93,93,92
Anapc11,96,96,97,96
Anapc13,99,99,99,99
Anapc15,100,100,100,100
Anapc16,97,96,97,96
Anapc2,94,94,95,94
Anapc4,97,97,97,97
Anapc5,99,99,99,99
Anapc7,96,96,96,96
Ang,97,94,98,97
Ang5,100,100,100,100
Angel1,89,89,90,85
Angel2,94,94,94,93
Angpt1,92,87,92,91
Angpt2,92,94,93,92
Angpt4,82,74,75,84
Angptl1,90,91,83,86
Angptl2,93,93,94,96
Angptl3,75,86,79,87
Angptl4,93,92,96,96
Angptl6,93,91,92,91
Angptl7,100,100,100,100
Angptl8,82,81,88,78
Ank,95,95,95,95
Ank1,91,88,86,95
Ank2,99,99,99,98
Ank3,98,98,98,98
Ankdd1a,34,33,32,23
Ankef1,100,100,100,100
Ankfn1,51,67,82,59
Ankfy1,95,95,95,95
Ankhd1,97,97,97,97
Ankib1,96,96,96,96
Ankle1,82,88,85,84
Ankle2,97,97,97,97
Ankmy1,100,100,100,100
Ankmy2,98,98,97,97
Ankra2,96,96,96,96
Ankrd1,97,90,88,95
Ankrd10,81,81,83,81
Ankrd11,95,95,95,94
Ankrd12,93,94,94,94
Ankrd13a,98,98,98,98
Ankrd13b,89,91,88,90
Ankrd13c,96,96,96,96
Ankrd13d,84,85,85,78
Ankrd16,92,92,93,92
Ankrd17,91,91,91,92
Ankrd2,60,73,66,62
Ankrd22,100,100,100,100
Ankrd23,94,94,95,94
Ankrd24,97,97,97,97
Ankrd26,94,94,93,93
Ankrd27,97,98,97,97
Ankrd28,93,93,93,93
Ankrd29,93,88,89,93
Ankrd31,100,100,100,100
Ankrd33b,95,95,96,94
Ankrd34a,86,92,93,91
Ankrd34b,91,70,77,75
Ankrd34c,100,100,100,100
Ankrd35,79,82,84,84
Ankrd37,95,96,96,97
Ankrd39,95,95,96,95
Ankrd40,98,98,98,98
Ankrd40cl,17,17,42,40
Ankrd42,94,94,95,94
Ankrd44,96,96,96,96
Ankrd45,91,88,83,71
Ankrd46,97,97,97,97
Ankrd48,100,100,100,100
Ankrd49,97,96,97,96
Ankrd50,96,96,96,96
Ankrd52,92,92,92,92
Ankrd54,94,94,95,94
Ankrd55,93,89,83,93
Ankrd6,96,96,96,95
Ankrd63,0,0,0,0
Ankrd65,69,53,67,45
Ankrd66,100,100,100,100
Ankrd9,90,92,92,91
Anks1,95,95,95,95
Anks1b,80,76,90,94
Anks3,85,85,85,86
Anks4b,84,75,82,67
Anks6,91,90,89,90
Ankub1,100,100,100,100
Ankzf1,89,89,90,90
Anln,98,98,97,98
Ano1,94,98,97,98
Ano10,98,98,98,98
Ano2,100,100,100,100
Ano3,73,78,88,73
